school_id,school_name,jersey,name,position,bats,throws,height,weight,class_year,hometown,high_school,previous_school,profile_url,headshot_url
uvu,Utah Valley,33,Jayden Smith,OF,R,R,5-9,175,Sr.,"Gilbert, Ariz.",Campo Verde,South Mountain JC,https://gouvu.com/sports/baseball/roster/jayden-smith/11268,headshots/uvu_jayden-smith.png
uvu,Utah Valley,34,Luke Kimmel,LHP,L,L,5-11,180,Jr.,"Orem, Utah",Orem HS,,https://gouvu.com/sports/baseball/roster/luke-kimmel/11261,headshots/uvu_luke-kimmel.png
uvu,Utah Valley,35,Landon Zaborowski,RHP,R,R,6-3,205,So.,"Gilbert, Ariz.",Basha HS,,https://gouvu.com/sports/baseball/roster/landon-zaborowski/11272,headshots/uvu_landon-zaborowski.png
uvu,Utah Valley,36,Niko Rosell,INF,L,R,6-0,190,R-Jr.,"Hillsboro, Ore.",Century HS,Yavapai CC / South Mountain CC,https://gouvu.com/sports/baseball/roster/niko-rosell/11266,headshots/uvu_niko-rosell.png
uvu,Utah Valley,37,Derek Houston,UTL,R,R,6-2,210,R-So.,"Kanab, Utah",Kanab HS,,https://gouvu.com/sports/baseball/roster/derek-houston/11258,headshots/uvu_derek-houston.png
uvu,Utah Valley,38,DJ Massey,INF,R,R,5-8,180,Sr.,"Bellflower, Calif.",Gahr HS,CSU Bakersfield / Central Arizona / Cerritos College,https://gouvu.com/sports/baseball/roster/dj-massey/11263,headshots/uvu_dj-massey.png
uvu,Utah Valley,41,Chance Wallace,LHP,R,L,6-0,185,Sr.,"Portland, Ore.",Sunset HS,Pacific University,https://gouvu.com/sports/baseball/roster/chance-wallace/11287,headshots/uvu_chance-wallace.png
uvu,Utah Valley,49,Jet Jones,C,R,R,6-3,220,Fr.,"Londonderry, N.H.",Londonderry HS,,https://gouvu.com/sports/baseball/roster/jet-jones/11288,headshots/uvu_jet-jones.png
uvu,Utah Valley,53,Mario Bejarano,LHP,L,L,5-11,230,Sr.,"Tucson, Ariz.",Tucson HS,Central Arizona,https://gouvu.com/sports/baseball/roster/mario-bejarano/11250,headshots/uvu_mario-bejarano.png
uvu,Utah Valley,55,Maddax Peck,RHP,R,R,6-1,190,So.,"Riverton, Utah",Bingham HS,BYU,https://gouvu.com/sports/baseball/roster/maddax-peck/11289,headshots/uvu_maddax-peck.png
utah_tech,Utah Tech,1,Mays Madsen,Outfielder,L,R,5-9,155,Fr.,"Lehi, Utah",Lehi HS,,https://utahtechtrailblazers.com/sports/baseball/roster/mays-madsen/10327,headshots/utah_tech_mays-madsen.jpg
utah_tech,Utah Tech,2,Derek Render,Right Handed Pitcher,R,R,6-0,180,R-Fr.,"Henderson, Nev.",Boulder City HS,,https://utahtechtrailblazers.com/sports/baseball/roster/derek-render/10328,headshots/utah_tech_derek-render.jpg
utah_tech,Utah Tech,4,Petey Soto Jr.,Shortstop,R,R,5-10,170,Jr.,"St. George, Utah",Crimson Cliffs HS,,https://utahtechtrailblazers.com/sports/baseball/roster/petey-soto-jr-/10329,headshots/utah_tech_petey-soto-jr.jpg
utah_tech,Utah Tech,5,Dakota Gray,Right Handed Pitcher,R,R,5-10,170,Sr.,"Rancho Cucamonga, Calif.",Rancho Cucamonga HS,Riverside CC,https://utahtechtrailblazers.com/sports/baseball/roster/dakota-gray/10330,headshots/utah_tech_dakota-gray.jpg
utah_tech,Utah Tech,6,McGwire Madsen,Infielder,L,R,5-8,170,Fr.,"Lehi, Utah",Lehi HS,,https://utahtechtrailblazers.com/sports/baseball/roster/mcgwire-madsen/10331,headshots/utah_tech_mcgwire-madsen.jpg
utah_tech,Utah Tech,7,Tyler Ray,Right Handed Pitcher,R,R,6-2,210,Sr.,"Las Vegas, Nev.",Rancho HS,College of Southern Nevada,https://utahtechtrailblazers.com/sports/baseball/roster/tyler-ray/10332,headshots/utah_tech_tyler-ray.jpg
